id,user,chat,query,model,stage,status,feedbackscore,date,time,retrycount,feedbackcomment
2695,seok,343,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-21,10:09:45,0,
2694,seok,344,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해줘,GPT-4.1,3. 메타 조회,SUCCESS,,2025-11-21,10:09:15,0,
2693,seok,342,태그 이력 정보조회 해줘,GPT-4.1,5. 결과 요약,SUCCESS,,2025-11-21,10:02:16,0,
2692,seok,343,태그 이력 정보조회 해줘,GPT-4,2. 질문 분석,FAIL,,2025-11-21,10:00:56,4,
2691,seok,267,태그 이력 정보조회 해줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-21,09:59:05,0,
2690,seok,337,2025년 9월 용수공급량 대표 tagsn 기준으로 사업장별 일 집계과 월 누계를 보여줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-21,09:57:02,3,
2689,seok,342,2025년 9월 용수공급량 대표 tagsn 기준으로 사업장별 일 집계과 월 누계를 보여줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-21,09:53:27,2,
2688,seok,337,2025년 9월 용수공급량 대표 tagsn 기준으로 사업장별 일 집계과 월 누계를 보여줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-21,09:53:22,0,
2687,seok,341,2025년 9월 용수공급량 대표 tagsn 기준으로 사업장별 일 집계과 월 누계를 보여줘,GPT-4.1 Mini,2. 질문 분석,FAIL,,2025-11-21,09:52:49,4,
2686,seok,340,2025년 9월 용수공급량 대표 tagsn 기준으로 사업장별 일 집계과 월 누계를 보여줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-21,09:46:42,2,
2685,seok,339,2025년 9월 용수공급량 대표 tagsn 기준으로 사업장별 일 집계과 월 누계를 보여줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-21,09:45:09,1,
2684,seok,338,2025년 9월 용수공급량 대표 tagsn 기준으로 사업장별 일 집계과 월 누계를 보여줘,GPT-4.1 Mini,5. 결과 요약,FAIL,,2025-11-21,09:42:56,4,
2683,seok,297,전북권역에서 경보 기능을 가진 태그들의 최근 순시값을 확인해 줘,Claude Sonnet 4.5,4. SQL 검증,FAIL,,2025-11-20,18:36:34,4,
2682,seok,297,전북권역에서 경보 기능을 가진 태그들의 최근 순시값을 확인해 줘,Gemini 2.5 Pro,5. 결과 요약,SUCCESS,,2025-11-20,18:35:34,0,
2681,seok,297,전북권역에서 경보 기능을 가진 태그들의 최근 순시값을 확인해 줘,GPT-4.1,5. 결과 요약,SUCCESS,,2025-11-20,18:34:21,0,
2680,seok,297,사무소 코드 기준으로 행정 단위별 잔류염소 월 평균과 경보 임계치 미만 발생 건수를 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-20,18:33:23,0,
2679,seok,297,사무소 코드 기준으로 행정 단위별 잔류염소 월 평균과 경보 임계치 미만 발생 건수를 알려줘,GPT-4.1,1. 모델 상태 확인,SUCCESS,,2025-11-20,18:32:33,0,
2678,jhpark,336,지난 9월 한 달 동안 염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-20,18:31:59,1,
2677,test,333,사무소 코드 기준으로 행정 단위별 잔류염소 월 평균과 경보 임계치 미만 발생 건수를 알려줘,GPT-4.1,3. 메타 조회,SUCCESS,,2025-11-20,18:31:29,0,
2676,jhpark,334,지난 9월 한 달 동안 염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-20,18:31:10,1,
2675,test,333,사무소 코드 기준으로 행정 단위별 잔류염소 월 평균과 경보 임계치 미만 발생 건수를 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-20,18:29:40,0,
2674,test,333,사무소 코드 기준으로 행정 단위별 잔류염소 월 평균과 경보 임계치 미만 발생 건수를 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-20,18:29:01,0,
2673,test,333,사무소 코드 기준으로 행정 단위별 잔류염소 월 평균과 경보 임계치 미만 발생 건수를 알려줘,GPT-4.1,2. 질문 분석,SUCCESS,,2025-11-20,18:28:34,0,
2672,test,331,사무소 코드 기준으로 행정 단위별 잔류염소 월 평균과 경보 임계치 미만 발생 건수를 알려줘,GPT-4.1,5. 결과 요약,SUCCESS,,2025-11-20,18:27:59,0,
2671,test,331,사무소 코드 기준으로 행정 단위별 잔류염소 월 평균과 경보 임계치 미만 발생 건수를 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-20,18:27:27,0,
2670,test,331,사무소 코드 기준으로 행정 단위별 잔류염소 월 평균과 경보 임계치 미만 발생 건수를 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-20,18:26:51,0,
2669,test,331,사무소 코드 기준으로 행정 단위별 잔류염소 월 평균과 경보 임계치 미만 발생 건수를 알려줘,Claude Sonnet 4,1. 모델 상태 확인,FAIL,,2025-11-20,18:26:20,4,
2668,test,331,사무소 코드 기준으로 행정 단위별 잔류염소 월 평균과 경보 임계치 미만 발생 건수를 알려줘,Claude Sonnet 4.5,1. 모델 상태 확인,FAIL,,2025-11-20,18:25:42,4,
2667,test,331,본부 사이트코드 기본 정보 데이터 조회 해줘,Gemini 2.5 Flash Lite,3. 메타 조회,SUCCESS,,2025-11-20,18:24:38,0,
2666,test,331,강원권역 사업장 목록과 각 사업장이 속한 본부명을 알려줘,Gemini 2.5 Pro,1. 모델 상태 확인,SUCCESS,,2025-11-20,18:21:29,0,
2665,test,331,강원권역 사업장 목록과 각 사업장이 속한 본부명을 알려줘,GPT-4o,1. 모델 상태 확인,SUCCESS,,2025-11-20,18:20:46,0,
2664,test,331,강원권역 사업장 목록과 각 사업장이 속한 본부명을 알려줘,GPT-4.1,4. SQL 검증,SUCCESS,,2025-11-20,18:19:33,0,
2663,test,331,강원권역 사업장 목록과 각 사업장이 속한 본부명을 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-20,18:19:10,0,
2662,test001,330,청수정수장의 평균 수압을 알려줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-20,18:10:40,0,
2661,test001,330,청주정수장의 평균 수압을 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,1,2025-11-20,18:09:39,0,오류
2660,test001,214,청주정수장 평균 수압 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-20,18:08:12,0,
2659,seok,297,사무소 코드 기준으로 행정 단위별 잔류염소 월 평균과 경보 임계치 미만 발생 건수를 알려줘,Gemini 2.5 Flash Lite,4. SQL 검증,SUCCESS,,2025-11-20,18:03:50,1,
2658,seok,297,사무소 코드 기준으로 행정 단위별 잔류염소 월 평균과 경보 임계치 미만 발생 건수를 알려줘,Gemini 2.5 Pro,3. 메타 조회,SUCCESS,,2025-11-20,18:02:58,0,
2657,jhpark,320,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-20,18:02:26,0,
2656,jhpark,320,qqqq,GPT-4.1 Mini,1. 모델 상태 확인,FAIL,,2025-11-20,18:01:56,0,
2655,seok,297,사무소 코드 기준으로 행정 단위별 잔류염소 월 평균과 경보 임계치 미만 발생 건수를 알려줘,GPT-4.1,2. 질문 분석,SUCCESS,,2025-11-20,18:01:13,0,
2654,seok,297,사무소 코드 기준으로 행정 단위별 잔류염소 월 평균과 경보 임계치 미만 발생 건수를 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-20,18:00:25,0,
2653,seok,297,지난 9월 한 달 동안  염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-20,17:56:33,0,
2652,seok,297,지난 9월 한 달 동안  염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,GPT-4.1,3. 메타 조회,SUCCESS,,2025-11-20,17:55:37,0,
2651,jhpark,329,청주 정수장 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-20,17:52:53,0,
2650,jhpark,320,청주 정수장 알려줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-20,17:52:18,0,
2649,jhpark,320,청주 정수장 코 드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-20,17:51:29,0,
2648,jhpark,329,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-20,17:50:51,0,
2647,jhpark,329,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-20,17:50:27,0,
2646,jhpark,329,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-20,17:49:14,0,
2645,seok,328,2025년 9월 용수공급량 대표 tagsn 기준으로 사업장별 일 집계과 월 누계를 보여줘,GPT-4.1 Mini,2. 질문 분석,FAIL,,2025-11-20,17:46:49,4,
2644,seok,328,2025년 9월 유역별 1분 원시 수집 누락률을 계산해 비교해줘,GPT-4.1,2. 질문 분석,SUCCESS,,2025-11-20,17:45:50,0,
2643,seok,328,2025년 9월 유역별 1분 원시 수집 누락률을 계산해 비교해줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-20,17:45:07,2,
2642,test001,332,2025년 9월 유역별 1분 원시 수집 누락률을 계산해 비교해줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-20,17:45:07,2,
2641,seok,327,본부 사이트코드 기본 정보 데이터 조회 해줘,GPT-4.1,4. SQL 검증,SUCCESS,,2025-11-20,17:41:13,0,
2640,seok,327,본부 사이트코드 기본 정보 데이터 조회 해줘,GPT-4.1,5. 결과 요약,SUCCESS,,2025-11-20,17:40:36,0,
2639,seok,327,계통코드 기본 정보 조회해줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-20,17:40:09,0,
2638,seok,327,계통코드 기본 정보 조회해줘,GPT-4.1,5. 결과 요약,SUCCESS,,2025-11-20,17:38:55,0,
2637,seok,327,계통코드 기본 정보 조회해줘,GPT-4.1,1. 모델 상태 확인,SUCCESS,,2025-11-20,17:38:21,0,
2636,seok,327,계통코드 기본 정보 조회해줘,GPT-4.1,3. 메타 조회,SUCCESS,,2025-11-20,17:38:03,0,
2635,seok,327,계통코드 기본 정보 조회해줘,GPT-4.1,3. 메타 조회,SUCCESS,,2025-11-20,17:37:39,0,
2634,seok,327,계통코드 기본 정보 조회해줘,GPT-4,4. SQL 검증,FAIL,,2025-11-20,17:37:15,4,
2633,seok,327,4대강 태그 변량 기본 정보 조회해줘,GPT-4o,1. 모델 상태 확인,SUCCESS,4,2025-11-20,17:36:19,0,",ㅣ."
2632,seok,327,4대강 태그 변량 기본 정보 조회해줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-20,17:35:42,0,
2631,seok,326,지난 9월 한 달 동안 염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,GPT-5,1. 모델 상태 확인,SUCCESS,5,2025-11-20,17:32:45,0,"대이터
"
2630,seok,326,지난 9월 한 달 동안 염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,GPT-4.1,4. SQL 검증,SUCCESS,,2025-11-20,17:29:29,0,
2629,seok,326,지난 9월 한 달 동안 염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-20,17:28:56,0,
2628,seok,326,지난 9월 한 달 동안 염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,GPT-4o,1. 모델 상태 확인,SUCCESS,,2025-11-20,17:28:27,1,
2627,seok,326,지난 9월 한 달 동안 염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,GPT-4.1,3. 메타 조회,SUCCESS,,2025-11-20,17:27:53,0,
2626,seok,325,지난 9월 한 달 동안 염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,GPT-4o Mini,3. 메타 조회,SUCCESS,,2025-11-20,17:25:16,0,
2625,seok,325,지난 9월 한 달 동안 염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,GPT-4o,1. 모델 상태 확인,SUCCESS,,2025-11-20,17:24:44,0,
2624,seok,325,지난 9월 한 달 동안 염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,GPT-4.1,4. SQL 검증,SUCCESS,,2025-11-20,17:24:07,0,
2623,seok,324,지난 9월 한 달 동안 염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,GPT-4.1 Mini,5. 결과 요약,FAIL,,2025-11-20,17:23:21,4,
2622,seok,323,지난 9월 한 달 동안 염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,Gemini 2.5 Pro,1. 모델 상태 확인,SUCCESS,,2025-11-20,17:22:23,0,
2621,seok,323,지난 9월 한 달 동안 염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,GPT-4.1,2. 질문 분석,SUCCESS,,2025-11-20,17:21:27,0,
2620,jhpark,321,지난 9월 한 달 동안 염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-20,17:21:25,1,
2619,seok,322,지난 9월 한 달 동안 염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,GPT-5,2. 질문 분석,SUCCESS,,2025-11-20,17:20:40,0,
2618,jhpark,321,지난 9월 한 달 동안 염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-20,17:19:59,0,
2617,jhpark,320,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-20,17:17:38,0,
2616,seok,317,지난 9월 한 달 동안 염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,Gemini 2.5 Pro,4. SQL 검증,SUCCESS,,2025-11-20,17:17:26,0,
2615,seok,319,지난 9월 한 달 동안 염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,Gemini 2.5 Pro,4. SQL 검증,SUCCESS,,2025-11-20,17:16:33,0,
2614,jhpark,318,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-20,17:16:21,0,
2613,seok,297,지난 9월 한 달 동안 염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,GPT-5,2. 질문 분석,SUCCESS,,2025-11-20,17:15:27,0,
2612,jhpark,315,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-20,17:14:25,0,
2611,seok,314,지난 9월 한 달 동안 염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,GPT-5,2. 질문 분석,SUCCESS,,2025-11-20,17:12:18,0,
2610,jhpark,313,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-20,17:09:43,0,
2609,jhpark,312,청주 정수장 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,2,2025-11-20,17:09:24,0,qqqq
2608,jhpark,311,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-20,17:09:05,0,
2607,jhpark,310,청주 정수장  코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-20,17:08:42,0,
2606,jhpark,309,청주 정수장  코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-20,17:08:28,0,
2605,jhpark,308,청주 정수장  코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-20,17:08:08,0,
2604,jhpark,307,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-20,17:07:46,0,
2603,jhpark,307,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-20,17:07:28,0,
2602,jhpark,307,청주 정수자 ㅇ코드 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-20,17:07:10,0,
2601,jhpark,307,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-20,17:06:47,0,
2600,jhpark,307,청주 정수장 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-20,17:04:59,0,
2599,jhpark,306,청주 정수장 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-20,17:04:34,0,
2598,jhpark,305,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-20,17:02:21,0,
2597,jhpark,304,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-20,17:02:07,0,
2596,seok,297,지난 9월 한 달 동안 염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,Gemini 2.5 Pro,2. 질문 분석,SUCCESS,,2025-11-20,17:00:06,0,
2595,test001,332,사무소 코드 기준으로 행정 단위별 잔류염소 월 평균과 경보 임계치 미만 발생 건수를 알려줘,Gemini 2.5 Pro,5. 결과 요약,SUCCESS,,2025-11-20,16:58:37,0,
2594,seok,297,사무소 코드 기준으로 행정 단위별 잔류염소 월 평균과 경보 임계치 미만 발생 건수를 알려줘,Gemini 2.5 Pro,1. 모델 상태 확인,SUCCESS,,2025-11-20,16:58:37,0,
2593,jhpark,304,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-20,16:57:49,0,
2592,seok,297,사무소 코드 기준으로 행정 단위별 잔류염소 월 평균과 경보 임계치 미만 발생 건수를 알려줘,GPT-4.1,2. 질문 분석,SUCCESS,,2025-11-20,16:57:17,0,
2591,jhpark,304,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-20,16:57:08,0,
2590,seok,297,지난 9월 한 달 동안  염소태그의 잔류염소가 0.2 미만으로 떨어진 시점과 사업장 목록을 알려줘,GPT-4.1,2. 질문 분석,SUCCESS,,2025-11-20,16:56:32,0,
2589,jhpark,303,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-20,16:56:23,0,
2588,jhpark,302,청주정수자장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-20,16:54:26,0,
2587,jhpark,302,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-20,16:53:47,0,
2586,jhpark,301,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-20,16:53:32,0,
2585,jhpark,301,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-20,16:53:12,0,
2584,jhpark,301,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-20,16:52:01,0,
2583,jhpark,295,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-20,16:43:51,0,
2582,jhpark,301,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-20,16:43:09,0,
2581,jhpark,295,수량 알려줘,GPT-4.1 Mini,4. SQL 검증,FAIL,,2025-11-20,16:40:51,0,
2580,seok,296,기능코드 기본 정보 조회해줘,GPT-4.1,3. 메타 조회,SUCCESS,,2025-11-20,16:40:50,0,
2579,jhpark,300,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-20,16:40:47,0,
2578,jhpark,299,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-20,16:40:09,0,
2577,jhpark,298,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-20,16:39:35,0,
2576,jhpark,289,수량 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,FAIL,,2025-11-20,16:39:11,0,
2575,seok,297,기능코드 기본 정보 조회해줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-20,16:38:08,0,
2574,seok,296,기능코드 기본 정보 조회해줘,GPT-4.1,2. 질문 분석,SUCCESS,,2025-11-20,16:37:24,0,
2573,jhpark,295,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-20,16:36:49,0,
2572,seok,294,기능코드 기본 정보 조회해줘,GPT-5,2. 질문 분석,SUCCESS,,2025-11-20,16:36:34,0,
2571,jhpark,289,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-20,16:36:27,0,
2570,seok,293,기능코드 기본 정보 조회해줘,GPT-4.1,4. SQL 검증,SUCCESS,,2025-11-20,16:36:03,0,
2569,seok,292,기능코드 기본 정보 조회해줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-20,16:35:44,0,
2568,jhpark,289,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,FAIL,,2025-11-20,16:00:19,0,
2567,jhpark,289,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,FAIL,,2025-11-20,15:59:50,0,
2566,jhpark,289,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,FAIL,,2025-11-20,15:59:22,0,
2565,jhpark,289,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,FAIL,,2025-11-20,15:58:46,0,
2564,jhpark,289,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-20,15:55:07,0,
2563,jhpark,289,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-20,15:54:18,0,
2562,seok,291,기능코드 기본 정보 조회해줘,GPT-4.1,1. 모델 상태 확인,SUCCESS,,2025-11-20,15:48:41,0,
2561,seok,290,변량기능 코드 기본정보 조회 해줘,GPT-4.1 Mini,2. 질문 분석,FAIL,,2025-11-20,15:43:47,0,
2560,jhpark,289,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-20,15:41:45,0,
2559,seok,288,변량기능 코드 기본정보 조회 해줘,GPT-4.1 Mini,2. 질문 분석,FAIL,,2025-11-20,15:37:54,0,
2558,jhpark,287,아무 정수장이나 보여줘,GPT-4.1 Mini,2. 질문 분석,FAIL,,2025-11-20,15:37:14,0,
2557,seok,286,변량기능 코드 기본정보 조회 해줘,GPT-4.1,4. SQL 검증,FAIL,,2025-11-20,15:37:04,0,
2556,jhpark,285,아무 정수장이나 보여줘,GPT-4.1 Mini,2. 질문 분석,FAIL,,2025-11-20,15:36:57,0,
2555,seok,284,변량기능 코드 기본정보 조회 해줘,GPT-4.1,5. 결과 요약,FAIL,,2025-11-20,15:36:52,0,
2554,seok,283,청주 정수장 아렬줘,GPT-4.1 Mini,1. 모델 상태 확인,FAIL,,2025-11-20,15:32:03,0,
2553,seok,282,청주 정수장 알려줘,GPT-4.1 Mini,5. 결과 요약,FAIL,,2025-11-20,15:01:22,0,
2552,jhpark,280,"최근 7일 간 각 유역 7개 권역 별 15분 집계에서 데이터 누락 구간을 탐지해, 최대 공백 길이와 시작,종료 시각을 보고해줘",GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-20,13:55:43,1,
2551,jhpark,279,청주정수장의 최근 1시간 평균 수압 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-20,13:53:44,1,
2550,jhpark,281,청주 정수장 수량 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-20,13:52:01,0,
2549,jhpark,280,청주정수장 수량 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-20,13:48:17,0,
